RepRapFirmware height map file v2 generated at 2019-04-26 23:24, mean error -0.108, deviation 0.050
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,215.00,30.00,215.00,-1.00,37.00,37.00,6,6
 -0.181, -0.152, -0.154, -0.123, -0.121, -0.176
 -0.143, -0.110, -0.111, -0.079, -0.069, -0.189
 -0.089, -0.095, -0.088, -0.073, -0.048, -0.110
 -0.144, -0.116, -0.095, -0.074, -0.041, -0.154
 -0.114, -0.085, -0.060, -0.039, -0.028, -0.071
 -0.110, -0.105, -0.132,  0.005, -0.164, -0.241
